index,protID,geneID,geneName
6990,9606.ENSP00000345193,ENSG00000162105,SHANK2
6991,9606.ENSP00000345195,ENSG00000188021,UBQLN2
6992,9606.ENSP00000345206,ENSG00000168214,RBPJ
6993,9606.ENSP00000345229,ENSG00000187957,DNER
6994,9606.ENSP00000345230,ENSG00000167460,TPM4
6995,9606.ENSP00000345259,ENSG00000159023,EPB41
6996,9606.ENSP00000345270,ENSG00000128268,MGAT3
6997,9606.ENSP00000345281,ENSG00000112679,DUSP22
6998,9606.ENSP00000345282,ENSG00000166123,GPT2
6999,9606.ENSP00000345341,ENSG00000148334,PTGES2
7000,9606.ENSP00000345344,ENSG00000135047,CTSL
7001,9606.ENSP00000345359,ENSG00000114631,PODXL2
7002,9606.ENSP00000345393,ENSG00000185022,MAFF
7003,9606.ENSP00000345412,ENSG00000149532,CPSF7
7004,9606.ENSP00000345420,ENSG00000187855,ASCL4
7005,9606.ENSP00000345436,ENSG00000167971,CASKIN1
7006,9606.ENSP00000345445,ENSG00000100347,SAMM50
7007,9606.ENSP00000345464,ENSG00000187566,NHLRC1
7008,9606.ENSP00000345477,ENSG00000157350,ST3GAL2
7009,9606.ENSP00000345487,ENSG00000188710,QRFP
7010,9606.ENSP00000345492,ENSG00000111252,SH2B3
7011,9606.ENSP00000345494,ENSG00000188313,PLSCR1
7012,9606.ENSP00000345502,ENSG00000113448,PDE4D
7013,9606.ENSP00000345512,ENSG00000092421,SEMA6A
7014,9606.ENSP00000345530,ENSG00000069869,NEDD4
7015,9606.ENSP00000345563,ENSG00000188000,OR7D2
7016,9606.ENSP00000345571,ENSG00000101412,E2F1
7017,9606.ENSP00000345575,ENSG00000148719,DNAJB12
7018,9606.ENSP00000345580,ENSG00000183048,SLC25A10
7019,9606.ENSP00000345599,,
7020,9606.ENSP00000345656,ENSG00000101558,VAPA
7021,9606.ENSP00000345681,ENSG00000179348,GATA2
7022,9606.ENSP00000345689,ENSG00000108774,RAB5C
7023,9606.ENSP00000345702,ENSG00000001167,NFYA
7024,9606.ENSP00000345708,ENSG00000187486,KCNJ11
7025,9606.ENSP00000345719,ENSG00000136827,TOR1A
7026,9606.ENSP00000345728,ENSG00000165240,ATP7A
7027,9606.ENSP00000345731,ENSG00000075711,DLG1
7028,9606.ENSP00000345751,ENSG00000168447,SCNN1B
7029,9606.ENSP00000345752,ENSG00000087053,MTMR2
7030,9606.ENSP00000345767,ENSG00000135299,ANKRD6
7031,9606.ENSP00000345771,ENSG00000152556,PFKM
7032,9606.ENSP00000345772,ENSG00000007866,TEAD3
7033,9606.ENSP00000345774,ENSG00000072210,ALDH3A2
7034,9606.ENSP00000345785,ENSG00000188763,FZD9
7035,9606.ENSP00000345808,ENSG00000165322,ARHGAP12
7036,9606.ENSP00000345809,ENSG00000186448,ZNF197
7037,9606.ENSP00000345824,ENSG00000005379,TSPOAP1
7038,9606.ENSP00000345826,ENSG00000124225,PMEPA1
7039,9606.ENSP00000345848,ENSG00000136938,ANP32B
7040,9606.ENSP00000345849,ENSG00000106304,SPAM1
7041,9606.ENSP00000345873,ENSG00000091138,SLC26A3
7042,9606.ENSP00000345892,,
7043,9606.ENSP00000345895,ENSG00000093000,NUP50
7044,9606.ENSP00000345917,ENSG00000145220,LYAR
7045,9606.ENSP00000345957,ENSG00000171858,RPS21
7046,9606.ENSP00000345964,ENSG00000108018,SORCS1
7047,9606.ENSP00000345997,ENSG00000104936,DMPK
7048,9606.ENSP00000346001,ENSG00000100316,RPL3
7049,9606.ENSP00000346012,ENSG00000165502,RPL36AL
7050,9606.ENSP00000346015,ENSG00000166441,RPL27A
7051,9606.ENSP00000346017,ENSG00000175868,CALCB
7052,9606.ENSP00000346022,ENSG00000163682,RPL9
7053,9606.ENSP00000346027,ENSG00000122026,RPL21
7054,9606.ENSP00000346032,ENSG00000182718,ANXA2
7055,9606.ENSP00000346037,ENSG00000137818,RPLP1
7056,9606.ENSP00000346045,,
7057,9606.ENSP00000346046,ENSG00000182774,RPS17
7058,9606.ENSP00000346050,ENSG00000145425,RPS3A
7059,9606.ENSP00000346063,ENSG00000146223,RPL7L1
7060,9606.ENSP00000346067,ENSG00000168028,RPSA
7061,9606.ENSP00000346080,ENSG00000163584,RPL22L1
7062,9606.ENSP00000346088,ENSG00000116251,RPL22
7063,9606.ENSP00000346103,ENSG00000167468,GPX4
7064,9606.ENSP00000346120,ENSG00000165732,DDX21
7065,9606.ENSP00000346130,ENSG00000198168,SVIP
7066,9606.ENSP00000346139,ENSG00000125875,TBC1D20
7067,9606.ENSP00000346142,ENSG00000172269,DPAGT1
7068,9606.ENSP00000346148,ENSG00000132356,PRKAA1
7069,9606.ENSP00000346151,ENSG00000187391,MAGI2
7070,9606.ENSP00000346155,ENSG00000198276,UCKL1
7071,9606.ENSP00000346160,ENSG00000162999,DUSP19
7072,9606.ENSP00000346173,ENSG00000105379,ETFB
7073,9606.ENSP00000346196,ENSG00000160194,NDUFV3
7074,9606.ENSP00000346236,ENSG00000145833,DDX46
7075,9606.ENSP00000346240,ENSG00000116661,FBXO2
7076,9606.ENSP00000346265,ENSG00000129990,SYT5
7077,9606.ENSP00000346294,ENSG00000196154,S100A4
7078,9606.ENSP00000346300,ENSG00000099942,CRKL
7079,9606.ENSP00000346316,,
7080,9606.ENSP00000346335,ENSG00000119720,NRDE2
7081,9606.ENSP00000346340,ENSG00000198612,COPS8
7082,9606.ENSP00000346378,ENSG00000113108,APBB3
7083,9606.ENSP00000346389,ENSG00000068305,MEF2A
7084,9606.ENSP00000346402,ENSG00000023191,RNH1
7085,9606.ENSP00000346412,ENSG00000170291,ELP5
7086,9606.ENSP00000346437,ENSG00000197548,ATG7
7087,9606.ENSP00000346440,ENSG00000196628,TCF4
7088,9606.ENSP00000346450,,
7089,9606.ENSP00000346453,ENSG00000196497,IPO4
7090,9606.ENSP00000346483,ENSG00000198171,DDRGK1
7091,9606.ENSP00000346508,ENSG00000197461,PDGFA
7092,9606.ENSP00000346534,ENSG00000196876,SCN8A
7093,9606.ENSP00000346550,ENSG00000197043,ANXA6
7094,9606.ENSP00000346575,ENSG00000231192,OR5H1
7095,9606.ENSP00000346576,,
7096,9606.ENSP00000346577,ENSG00000154027,AK5
7097,9606.ENSP00000346611,ENSG00000284609,OR8B3
7098,9606.ENSP00000346634,ENSG00000054118,THRAP3
7099,9606.ENSP00000346635,ENSG00000086619,ERO1B
7100,9606.ENSP00000346643,ENSG00000156510,HKDC1
7101,9606.ENSP00000346671,ENSG00000010810,FYN
7102,9606.ENSP00000346693,ENSG00000197977,ELOVL2
7103,9606.ENSP00000346694,ENSG00000122566,HNRNPA2B1
7104,9606.ENSP00000346697,ENSG00000104081,BMF
7105,9606.ENSP00000346725,ENSG00000100029,PES1
7106,9606.ENSP00000346762,ENSG00000197157,SND1
7107,9606.ENSP00000346768,ENSG00000241119,UGT1A9
7108,9606.ENSP00000346791,ENSG00000182670,TTC3
7109,9606.ENSP00000346805,ENSG00000196431,CRYBA4
7110,9606.ENSP00000346809,ENSG00000197121,PGAP1
7111,9606.ENSP00000346810,ENSG00000118495,PLAGL1
7112,9606.ENSP00000346827,ENSG00000143149,ALDH9A1
7113,9606.ENSP00000346829,ENSG00000116729,WLS
7114,9606.ENSP00000346839,ENSG00000115414,FN1
7115,9606.ENSP00000346874,ENSG00000197601,FAR1
7116,9606.ENSP00000346879,ENSG00000136352,NKX2-1
7117,9606.ENSP00000346886,ENSG00000154727,GABPA
7118,9606.ENSP00000346890,ENSG00000078618,NRDC
7119,9606.ENSP00000346901,ENSG00000010932,FMO1
7120,9606.ENSP00000346921,ENSG00000004455,AK2
7121,9606.ENSP00000346954,ENSG00000105518,TMEM205
7122,9606.ENSP00000346986,ENSG00000095787,WAC
7123,9606.ENSP00000346987,ENSG00000129055,ANAPC13
7124,9606.ENSP00000346997,ENSG00000152455,SUV39H2
7125,9606.ENSP00000347003,ENSG00000196098,OR5K4
7126,9606.ENSP00000347005,ENSG00000146963,LUC7L2
7127,9606.ENSP00000347032,ENSG00000166908,PIP4K2C
7128,9606.ENSP00000347041,ENSG00000122176,FMOD
7129,9606.ENSP00000347046,ENSG00000138735,PDE5A
7130,9606.ENSP00000347055,ENSG00000198336,MYL4
7131,9606.ENSP00000347117,ENSG00000196189,SEMA4A
7132,9606.ENSP00000347134,ENSG00000173848,NET1
7133,9606.ENSP00000347140,ENSG00000161944,ASGR2
7134,9606.ENSP00000347152,ENSG00000107518,ATRNL1
7135,9606.ENSP00000347168,ENSG00000197238,HIST1H4J
7136,9606.ENSP00000347169,ENSG00000133961,NUMB
7137,9606.ENSP00000347170,ENSG00000140398,NEIL1
7138,9606.ENSP00000347178,,
7139,9606.ENSP00000347184,ENSG00000197386,HTT
7140,9606.ENSP00000347188,ENSG00000168301,KCTD6
7141,9606.ENSP00000347197,ENSG00000197405,C5AR1
7142,9606.ENSP00000347198,ENSG00000196935,SRGAP1
7143,9606.ENSP00000347206,ENSG00000197858,GPAA1
7144,9606.ENSP00000347213,ENSG00000054179,ENTPD2
7145,9606.ENSP00000347232,ENSG00000197299,BLM
7146,9606.ENSP00000347244,ENSG00000198399,ITSN2
7147,9606.ENSP00000347251,,
7148,9606.ENSP00000347271,ENSG00000124614,RPS10
7149,9606.ENSP00000347277,ENSG00000172590,MRPL52
7150,9606.ENSP00000347294,ENSG00000112319,EYA4
7151,9606.ENSP00000347301,ENSG00000183092,BEGAIN
7152,9606.ENSP00000347314,ENSG00000133104,SPART
7153,9606.ENSP00000347329,ENSG00000138674,SEC31A
7154,9606.ENSP00000347345,ENSG00000100413,POLR3H
7155,9606.ENSP00000347379,ENSG00000197822,OCLN
7156,9606.ENSP00000347408,ENSG00000185009,AP3M1
7157,9606.ENSP00000347409,ENSG00000197993,KEL
7158,9606.ENSP00000347418,ENSG00000197938,OR5H2
7159,9606.ENSP00000347427,ENSG00000141503,MINK1
7160,9606.ENSP00000347428,ENSG00000197454,OR2L5
7161,9606.ENSP00000347433,ENSG00000154856,APCDD1
7162,9606.ENSP00000347443,,
7163,9606.ENSP00000347444,ENSG00000196116,TDRD7
7164,9606.ENSP00000347451,ENSG00000169783,LINGO1
7165,9606.ENSP00000347454,ENSG00000131620,ANO1
7166,9606.ENSP00000347464,ENSG00000139436,GIT2
7167,9606.ENSP00000347495,ENSG00000140105,WARS
7168,9606.ENSP00000347498,ENSG00000166140,ZFYVE19
7169,9606.ENSP00000347504,ENSG00000119185,ITGB1BP1
7170,9606.ENSP00000347507,ENSG00000092054,MYH7
7171,9606.ENSP00000347532,ENSG00000187164,SHTN1
7172,9606.ENSP00000347538,ENSG00000103528,SYT17
7173,9606.ENSP00000347546,ENSG00000144857,BOC
7174,9606.ENSP00000347548,ENSG00000187147,RNF220
7175,9606.ENSP00000347596,ENSG00000115380,EFEMP1
7176,9606.ENSP00000347602,ENSG00000032219,ARID4A
7177,9606.ENSP00000347626,ENSG00000015676,NUDCD3
7178,9606.ENSP00000347665,ENSG00000182871,COL18A1
7179,9606.ENSP00000347684,ENSG00000136944,LMX1B
7180,9606.ENSP00000347689,ENSG00000105650,PDE4C
7181,9606.ENSP00000347710,ENSG00000079482,OPHN1
7182,9606.ENSP00000347716,ENSG00000011332,DPF1
7183,9606.ENSP00000347717,ENSG00000172893,DHCR7
7184,9606.ENSP00000347719,ENSG00000141556,TBCD
7185,9606.ENSP00000347733,ENSG00000196367,TRRAP
7186,9606.ENSP00000347742,ENSG00000172367,PDZD3
7187,9606.ENSP00000347778,ENSG00000112053,SLC26A8
7188,9606.ENSP00000347792,ENSG00000078269,SYNJ2
7189,9606.ENSP00000347834,ENSG00000005812,FBXL3
7190,9606.ENSP00000347836,ENSG00000186591,UBE2H
7191,9606.ENSP00000347839,ENSG00000107560,RAB11FIP2
7192,9606.ENSP00000347847,ENSG00000196588,MKL1
7193,9606.ENSP00000347858,ENSG00000101966,XIAP
7194,9606.ENSP00000347872,ENSG00000108828,VAT1
7195,9606.ENSP00000347883,ENSG00000166689,PLEKHA7
7196,9606.ENSP00000347890,ENSG00000079805,DNM2
7197,9606.ENSP00000347896,ENSG00000166987,MBD6
7198,9606.ENSP00000347906,ENSG00000160310,PRMT2
7199,9606.ENSP00000347924,ENSG00000183605,SFXN4
7200,9606.ENSP00000347930,,
7201,9606.ENSP00000347931,ENSG00000197136,PCNX3
7202,9606.ENSP00000347942,ENSG00000165731,RET
7203,9606.ENSP00000347948,ENSG00000157873,TNFRSF14
7204,9606.ENSP00000347965,ENSG00000198104,OR2T6
7205,9606.ENSP00000347978,ENSG00000134899,ERCC5
7206,9606.ENSP00000347979,ENSG00000026103,FAS
7207,9606.ENSP00000347988,ENSG00000128609,NDUFA5
7208,9606.ENSP00000347999,ENSG00000122299,ZC3H7A
7209,9606.ENSP00000348019,ENSG00000119899,SLC17A5
7210,9606.ENSP00000348020,ENSG00000119684,MLH3
7211,9606.ENSP00000348033,ENSG00000197591,OR11L1
7212,9606.ENSP00000348043,ENSG00000172731,LRRC20
7213,9606.ENSP00000348054,ENSG00000188243,COMMD6
7214,9606.ENSP00000348068,ENSG00000197249,SERPINA1
7215,9606.ENSP00000348069,ENSG00000072310,SREBF1
7216,9606.ENSP00000348089,ENSG00000225830,ERCC6
7217,9606.ENSP00000348099,ENSG00000196923,PDLIM7
7218,9606.ENSP00000348107,ENSG00000197223,C1D
7219,9606.ENSP00000348108,ENSG00000131773,KHDRBS3
7220,9606.ENSP00000348128,ENSG00000197321,SVIL
7221,9606.ENSP00000348168,ENSG00000197265,GTF2E2
7222,9606.ENSP00000348170,ENSG00000257017,HP
7223,9606.ENSP00000348205,ENSG00000159199,ATP5G1
7224,9606.ENSP00000348215,ENSG00000107957,SH3PXD2A
7225,9606.ENSP00000348216,ENSG00000146833,TRIM4
7226,9606.ENSP00000348234,ENSG00000198650,TAT
7227,9606.ENSP00000348258,,
7228,9606.ENSP00000348278,ENSG00000198648,STK39
7229,9606.ENSP00000348283,ENSG00000198373,WWP2
7230,9606.ENSP00000348298,ENSG00000196233,LCOR
7231,9606.ENSP00000348307,ENSG00000198053,SIRPA
7232,9606.ENSP00000348316,ENSG00000189159,JPT1
7233,9606.ENSP00000348349,ENSG00000066933,MYO9A
7234,9606.ENSP00000348368,,
7235,9606.ENSP00000348381,ENSG00000148700,ADD3
7236,9606.ENSP00000348384,ENSG00000196878,LAMB3
7237,9606.ENSP00000348385,ENSG00000196739,COL27A1
7238,9606.ENSP00000348394,ENSG00000020129,NCDN
7239,9606.ENSP00000348419,ENSG00000197857,ZNF44
7240,9606.ENSP00000348429,ENSG00000197142,ACSL5
7241,9606.ENSP00000348442,ENSG00000197170,PSMD12
7242,9606.ENSP00000348449,ENSG00000280090,OR8B4
7243,9606.ENSP00000348455,ENSG00000198382,UVRAG
7244,9606.ENSP00000348459,ENSG00000153086,ACMSD
7245,9606.ENSP00000348461,ENSG00000136238,RAC1
7246,9606.ENSP00000348471,ENSG00000035115,SH3YL1
7247,9606.ENSP00000348489,ENSG00000156860,FBRS
7248,9606.ENSP00000348510,ENSG00000077235,GTF3C1
7249,9606.ENSP00000348527,ENSG00000120334,CENPL
7250,9606.ENSP00000348550,ENSG00000139926,FRMD6
7251,9606.ENSP00000348554,ENSG00000130177,CDC16
7252,9606.ENSP00000348564,ENSG00000140326,CDAN1
7253,9606.ENSP00000348565,ENSG00000081307,UBA5
7254,9606.ENSP00000348573,ENSG00000127914,AKAP9
7255,9606.ENSP00000348577,ENSG00000100401,RANGAP1
7256,9606.ENSP00000348578,ENSG00000145907,G3BP1
7257,9606.ENSP00000348593,,
7258,9606.ENSP00000348596,ENSG00000198301,SDAD1
7259,9606.ENSP00000348602,ENSG00000078053,AMPH
7260,9606.ENSP00000348611,,
7261,9606.ENSP00000348632,ENSG00000125826,RBCK1
7262,9606.ENSP00000348634,ENSG00000197616,MYH6
7263,9606.ENSP00000348635,ENSG00000160593,JAML
7264,9606.ENSP00000348657,ENSG00000146918,NCAPG2
7265,9606.ENSP00000348668,ENSG00000139629,GALNT6
7266,9606.ENSP00000348673,ENSG00000198146,ZNF770
7267,9606.ENSP00000348704,ENSG00000196911,KPNA5
7268,9606.ENSP00000348706,,
7269,9606.ENSP00000348708,ENSG00000151461,UPF2
7270,9606.ENSP00000348722,ENSG00000091127,PUS7
7271,9606.ENSP00000348752,ENSG00000160991,ORAI2
7272,9606.ENSP00000348753,ENSG00000198369,SPRED2
7273,9606.ENSP00000348757,ENSG00000198003,CCDC151
7274,9606.ENSP00000348762,ENSG00000160285,LSS
7275,9606.ENSP00000348769,ENSG00000177479,ARIH2
7276,9606.ENSP00000348772,ENSG00000110697,PITPNM1
7277,9606.ENSP00000348775,ENSG00000087008,ACOX3
7278,9606.ENSP00000348784,ENSG00000089289,IGBP1
7279,9606.ENSP00000348786,ENSG00000116473,RAP1A
7280,9606.ENSP00000348793,,
7281,9606.ENSP00000348799,ENSG00000166669,ATF7IP2
7282,9606.ENSP00000348812,ENSG00000153707,PTPRD
7283,9606.ENSP00000348813,ENSG00000145979,TBC1D7
7284,9606.ENSP00000348821,ENSG00000101605,MYOM1
7285,9606.ENSP00000348822,ENSG00000187764,SEMA4D
7286,9606.ENSP00000348827,ENSG00000151090,THRB
7287,9606.ENSP00000348828,ENSG00000114790,ARHGEF26
7288,9606.ENSP00000348838,ENSG00000175063,UBE2C
7289,9606.ENSP00000348848,ENSG00000196998,WDR45
7290,9606.ENSP00000348849,ENSG00000197728,RPS26
7291,9606.ENSP00000348852,ENSG00000054965,FAM168A
7292,9606.ENSP00000348886,ENSG00000165283,STOML2
7293,9606.ENSP00000348888,ENSG00000162896,PIGR
7294,9606.ENSP00000348897,ENSG00000151834,GABRA2
7295,9606.ENSP00000348901,ENSG00000105223,PLD3
7296,9606.ENSP00000348915,ENSG00000172785,CBWD1
7297,9606.ENSP00000348918,ENSG00000173432,SAA1
7298,9606.ENSP00000348944,ENSG00000169218,RSPO1
7299,9606.ENSP00000348959,ENSG00000198162,MAN1A2
7300,9606.ENSP00000348965,ENSG00000197102,DYNC1H1
7301,9606.ENSP00000348984,ENSG00000159140,SON
7302,9606.ENSP00000348986,ENSG00000129965,INS-IGF2
7303,9606.ENSP00000349003,ENSG00000050628,PTGER3
7304,9606.ENSP00000349016,ENSG00000142655,PEX14
7305,9606.ENSP00000349022,ENSG00000198576,ARC
7306,9606.ENSP00000349078,ENSG00000160752,FDPS
7307,9606.ENSP00000349085,ENSG00000198681,MAGEA1
7308,9606.ENSP00000349098,,
7309,9606.ENSP00000349124,ENSG00000163605,PPP4R2
7310,9606.ENSP00000349131,ENSG00000146374,RSPO3
7311,9606.ENSP00000349142,ENSG00000165629,ATP5C1
7312,9606.ENSP00000349156,ENSG00000196470,SIAH1
7313,9606.ENSP00000349168,ENSG00000169045,HNRNPH1
7314,9606.ENSP00000349204,ENSG00000130545,CRB3
7315,9606.ENSP00000349205,ENSG00000196455,PIK3R4
7316,9606.ENSP00000349208,ENSG00000197181,PIWIL2
7317,9606.ENSP00000349244,ENSG00000107938,EDRF1
7318,9606.ENSP00000349250,ENSG00000122644,ARL4A
7319,9606.ENSP00000349252,ENSG00000005844,ITGAL
7320,9606.ENSP00000349259,ENSG00000115306,SPTBN1
7321,9606.ENSP00000349274,ENSG00000196422,PPP1R26
7322,9606.ENSP00000349275,ENSG00000157168,NRG1
7323,9606.ENSP00000349291,ENSG00000197226,TBC1D9B
7324,9606.ENSP00000349297,ENSG00000072778,ACADVL
7325,9606.ENSP00000349298,ENSG00000007944,MYLIP
7326,9606.ENSP00000349305,ENSG00000144674,GOLGA4
7327,9606.ENSP00000349313,ENSG00000187736,NHEJ1
7328,9606.ENSP00000349320,ENSG00000153956,CACNA2D1
7329,9606.ENSP00000349324,ENSG00000173535,TNFRSF10C
7330,9606.ENSP00000349351,ENSG00000185963,BICD2
7331,9606.ENSP00000349358,ENSG00000133641,C12orf29
7332,9606.ENSP00000349364,ENSG00000010295,IFFO1
7333,9606.ENSP00000349365,ENSG00000197272,IL27
7334,9606.ENSP00000349393,ENSG00000174405,LIG4
7335,9606.ENSP00000349396,ENSG00000119688,ABCD4
7336,9606.ENSP00000349415,ENSG00000099246,RAB18
7337,9606.ENSP00000349428,ENSG00000011304,PTBP1
7338,9606.ENSP00000349430,ENSG00000197903,HIST1H2BK
7339,9606.ENSP00000349436,ENSG00000143537,ADAM15
7340,9606.ENSP00000349437,ENSG00000197081,IGF2R
7341,9606.ENSP00000349456,ENSG00000121940,CLCC1
7342,9606.ENSP00000349465,ENSG00000100151,PICK1
7343,9606.ENSP00000349467,ENSG00000198668,CALM1
7344,9606.ENSP00000349477,ENSG00000139187,KLRG1
7345,9606.ENSP00000349478,,
7346,9606.ENSP00000349486,ENSG00000180900,SCRIB
7347,9606.ENSP00000349490,ENSG00000100060,MFNG
7348,9606.ENSP00000349493,ENSG00000197273,GUCA2A
7349,9606.ENSP00000349508,ENSG00000111642,CHD4
7350,9606.ENSP00000349525,ENSG00000173209,AHSA2
7351,9606.ENSP00000349541,ENSG00000177469,CAVIN1
7352,9606.ENSP00000349543,ENSG00000164751,PEX2
7353,9606.ENSP00000349547,ENSG00000068028,RASSF1
7354,9606.ENSP00000349575,ENSG00000172081,MOB3A
7355,9606.ENSP00000349576,ENSG00000129187,DCTD
7356,9606.ENSP00000349588,ENSG00000145362,ANK2
7357,9606.ENSP00000349595,ENSG00000196296,ATP2A1
7358,9606.ENSP00000349616,ENSG00000006831,ADIPOR2
7359,9606.ENSP00000349629,ENSG00000198589,LRBA
7360,9606.ENSP00000349640,ENSG00000187778,MCRS1
7361,9606.ENSP00000349677,ENSG00000196104,SPOCK3
7362,9606.ENSP00000349679,ENSG00000125971,DYNLRB1
7363,9606.ENSP00000349687,ENSG00000196743,GM2A
7364,9606.ENSP00000349689,ENSG00000188706,ZDHHC9
7365,9606.ENSP00000349696,ENSG00000134255,CEPT1
7366,9606.ENSP00000349705,ENSG00000100038,TOP3B
7367,9606.ENSP00000349708,ENSG00000163867,ZMYM6
7368,9606.ENSP00000349709,ENSG00000164520,RAET1E
7369,9606.ENSP00000349719,,
7370,9606.ENSP00000349722,ENSG00000109332,UBE2D3
7371,9606.ENSP00000349723,ENSG00000127152,BCL11B
7372,9606.ENSP00000349727,ENSG00000146094,DOK3
7373,9606.ENSP00000349748,ENSG00000116560,SFPQ
7374,9606.ENSP00000349770,ENSG00000128604,IRF5
7375,9606.ENSP00000349773,ENSG00000197622,CDC42SE1
7376,9606.ENSP00000349785,ENSG00000197769,MAP1LC3C
7377,9606.ENSP00000349790,ENSG00000112280,COL9A1
7378,9606.ENSP00000349823,ENSG00000138375,SMARCAL1
7379,9606.ENSP00000349824,ENSG00000169891,REPS2
7380,9606.ENSP00000349856,ENSG00000130723,PRRC2B
7381,9606.ENSP00000349877,ENSG00000105726,ATP13A1
7382,9606.ENSP00000349887,ENSG00000198356,ASNA1
7383,9606.ENSP00000349923,ENSG00000196976,LAGE3
7384,9606.ENSP00000349929,ENSG00000165689,SDCCAG3
7385,9606.ENSP00000349930,ENSG00000196832,OR11G2
7386,9606.ENSP00000349932,,
7387,9606.ENSP00000349945,ENSG00000197786,OR5B17
7388,9606.ENSP00000349954,ENSG00000104827,CGB3
7389,9606.ENSP00000349955,ENSG00000141425,RPRD1A
7390,9606.ENSP00000349957,ENSG00000141552,ANAPC11
7391,9606.ENSP00000349959,ENSG00000164327,RICTOR
7392,9606.ENSP00000349960,ENSG00000075624,ACTB
7393,9606.ENSP00000349967,ENSG00000121797,CCRL2
7394,9606.ENSP00000349970,ENSG00000125991,ERGIC3
7395,9606.ENSP00000349977,ENSG00000013364,MVP
7396,9606.ENSP00000350005,ENSG00000159224,GIP
7397,9606.ENSP00000350009,ENSG00000077254,USP33
7398,9606.ENSP00000350012,ENSG00000123983,ACSL3
7399,9606.ENSP00000350018,ENSG00000100092,SH3BP1
7400,9606.ENSP00000350022,,
7401,9606.ENSP00000350024,ENSG00000174669,SLC29A2
7402,9606.ENSP00000350028,ENSG00000155363,MOV10
7403,9606.ENSP00000350036,ENSG00000077935,SMC1B
7404,9606.ENSP00000350049,ENSG00000215271,HOMEZ
7405,9606.ENSP00000350052,,
7406,9606.ENSP00000350071,ENSG00000196792,STRN3
7407,9606.ENSP00000350094,ENSG00000198218,QRICH1
7408,9606.ENSP00000350098,ENSG00000167272,POP5
7409,9606.ENSP00000350102,ENSG00000198113,TOR4A
7410,9606.ENSP00000350132,ENSG00000198523,PLN
7411,9606.ENSP00000350136,ENSG00000166532,RIMKLB
7412,9606.ENSP00000350159,,
7413,9606.ENSP00000350162,ENSG00000196074,SYCP2
7414,9606.ENSP00000350170,ENSG00000114416,FXR1
7415,9606.ENSP00000350195,ENSG00000142733,MAP3K6
7416,9606.ENSP00000350198,ENSG00000180616,SSTR2
7417,9606.ENSP00000350199,ENSG00000100280,AP1B1
7418,9606.ENSP00000350222,ENSG00000197428,OR51D1
7419,9606.ENSP00000350248,ENSG00000196772,OR14A16
7420,9606.ENSP00000350249,ENSG00000128513,POT1
7421,9606.ENSP00000350256,ENSG00000173585,CCR9
7422,9606.ENSP00000350263,ENSG00000197563,PIGN
7423,9606.ENSP00000350265,ENSG00000154269,ENPP3
7424,9606.ENSP00000350267,ENSG00000096070,BRPF3
7425,9606.ENSP00000350275,,
7426,9606.ENSP00000350278,ENSG00000162695,SLC30A7
7427,9606.ENSP00000350297,ENSG00000153317,ASAP1
7428,9606.ENSP00000350310,ENSG00000058668,ATP2B4
7429,9606.ENSP00000350332,ENSG00000086967,MYBPC2
7430,9606.ENSP00000350333,ENSG00000136715,SAP130
7431,9606.ENSP00000350348,ENSG00000196277,GRM7
7432,9606.ENSP00000350352,ENSG00000104907,TRMT1
7433,9606.ENSP00000350359,ENSG00000146592,CREB5
7434,9606.ENSP00000350369,ENSG00000197063,MAFG
7435,9606.ENSP00000350378,ENSG00000147533,GOLGA7
7436,9606.ENSP00000350386,ENSG00000188419,CHM
7437,9606.ENSP00000350387,ENSG00000068001,HYAL2
7438,9606.ENSP00000350425,ENSG00000110244,APOA4
7439,9606.ENSP00000350447,ENSG00000163535,SGO2
7440,9606.ENSP00000350467,ENSG00000109065,NAT9
7441,9606.ENSP00000350474,ENSG00000196341,OR8D1
7442,9606.ENSP00000350491,ENSG00000198056,PRIM1
7443,9606.ENSP00000350512,ENSG00000121022,COPS5
7444,9606.ENSP00000350547,ENSG00000135622,SEMA4F
7445,9606.ENSP00000350549,ENSG00000188620,HMX3
7446,9606.ENSP00000350580,,
7447,9606.ENSP00000350592,ENSG00000213401,MAGEA12
7448,9606.ENSP00000350616,ENSG00000132437,DDC
7449,9606.ENSP00000350630,ENSG00000095587,TLL2
7450,9606.ENSP00000350633,ENSG00000197019,SERTAD1
7451,9606.ENSP00000350639,ENSG00000114738,MAPKAPK3
7452,9606.ENSP00000350681,ENSG00000158711,ELK4
7453,9606.ENSP00000350686,ENSG00000176915,ANKLE2
7454,9606.ENSP00000350698,ENSG00000213782,DDX47
7455,9606.ENSP00000350708,ENSG00000119318,RAD23B
7456,9606.ENSP00000350718,ENSG00000133069,TMCC2
7457,9606.ENSP00000350719,ENSG00000054654,SYNE2
7458,9606.ENSP00000350720,,
7459,9606.ENSP00000350757,ENSG00000197045,GMFB
7460,9606.ENSP00000350767,ENSG00000197837,HIST4H4
7461,9606.ENSP00000350785,ENSG00000196730,DAPK1
7462,9606.ENSP00000350789,,
7463,9606.ENSP00000350836,ENSG00000196071,OR2L13
7464,9606.ENSP00000350844,ENSG00000196092,PAX5
7465,9606.ENSP00000350869,ENSG00000113761,ZNF346
7466,9606.ENSP00000350876,,
7467,9606.ENSP00000350878,ENSG00000213694,S1PR3
7468,9606.ENSP00000350894,ENSG00000149257,SERPINH1
